date,nav,scheme_code,scheme_name
15-05-2026,104.29180,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option
14-05-2026,104.55310,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option
13-05-2026,103.39600,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option
12-05-2026,103.33840,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option
11-05-2026,105.60660,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option
08-05-2026,107.15000,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option
07-05-2026,107.67290,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option
06-05-2026,107.33540,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option
05-05-2026,105.83870,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option
04-05-2026,105.74490,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option
30-04-2026,105.28450,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option
29-04-2026,106.06980,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option
28-04-2026,105.62120,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option
27-04-2026,106.05280,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option
24-04-2026,105.09280,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option
23-04-2026,106.13010,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option
22-04-2026,106.82990,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option
21-04-2026,107.24340,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option
20-04-2026,106.20630,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option
17-04-2026,105.98260,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option
16-04-2026,105.11700,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option
15-04-2026,104.92590,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option
13-04-2026,103.23030,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option
10-04-2026,104.13480,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option
09-04-2026,102.54940,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option
08-04-2026,103.28330,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option
07-04-2026,99.38760,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option
06-04-2026,98.80140,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option
02-04-2026,97.52000,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option
01-04-2026,97.71840,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option
31-03-2026,96.27530,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option
30-03-2026,96.27680,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option
27-03-2026,98.67390,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option
25-03-2026,100.73190,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option
24-03-2026,98.65970,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option
23-03-2026,96.71300,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option
20-03-2026,99.61420,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option
19-03-2026,99.15970,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option
18-03-2026,102.45920,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option
17-03-2026,101.24960,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option
16-03-2026,100.39600,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option
13-03-2026,99.71110,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option
12-03-2026,101.97180,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option
11-03-2026,102.97760,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option
10-03-2026,104.75930,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option
09-03-2026,103.38820,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option
06-03-2026,105.40500,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option
05-03-2026,106.72970,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option
04-03-2026,105.49280,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option
02-03-2026,107.52310,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option
28-02-2026,108.93250,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option
27-02-2026,108.93450,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option
26-02-2026,110.29450,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option
25-02-2026,109.92930,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option
24-02-2026,109.36810,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option
23-02-2026,110.29100,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option
20-02-2026,109.52730,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option
19-02-2026,109.00910,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option
18-02-2026,110.63030,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option
17-02-2026,110.08060,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option
16-02-2026,109.84440,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option
13-02-2026,109.34090,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option
12-02-2026,110.53650,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option
11-02-2026,110.83920,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option
10-02-2026,110.65190,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option
09-02-2026,110.38450,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option
06-02-2026,109.17560,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option
05-02-2026,109.01370,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option
04-02-2026,109.28800,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option
03-02-2026,109.09550,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option
02-02-2026,106.15960,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option
31-01-2026,107.18970,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option
30-01-2026,107.19180,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option
