date,nav,scheme_code,scheme_name
30-04-2026,240.53530,120841,quant Mid Cap Fund - Growth Option - Direct Plan
29-04-2026,242.34500,120841,quant Mid Cap Fund - Growth Option - Direct Plan
28-04-2026,242.62410,120841,quant Mid Cap Fund - Growth Option - Direct Plan
27-04-2026,241.25170,120841,quant Mid Cap Fund - Growth Option - Direct Plan
24-04-2026,238.14560,120841,quant Mid Cap Fund - Growth Option - Direct Plan
23-04-2026,239.75830,120841,quant Mid Cap Fund - Growth Option - Direct Plan
22-04-2026,238.57020,120841,quant Mid Cap Fund - Growth Option - Direct Plan
21-04-2026,236.45980,120841,quant Mid Cap Fund - Growth Option - Direct Plan
20-04-2026,235.19610,120841,quant Mid Cap Fund - Growth Option - Direct Plan
17-04-2026,236.21330,120841,quant Mid Cap Fund - Growth Option - Direct Plan
16-04-2026,233.31800,120841,quant Mid Cap Fund - Growth Option - Direct Plan
15-04-2026,231.54340,120841,quant Mid Cap Fund - Growth Option - Direct Plan
13-04-2026,226.98090,120841,quant Mid Cap Fund - Growth Option - Direct Plan
10-04-2026,228.69930,120841,quant Mid Cap Fund - Growth Option - Direct Plan
09-04-2026,224.62350,120841,quant Mid Cap Fund - Growth Option - Direct Plan
08-04-2026,224.59090,120841,quant Mid Cap Fund - Growth Option - Direct Plan
07-04-2026,217.96040,120841,quant Mid Cap Fund - Growth Option - Direct Plan
06-04-2026,217.64130,120841,quant Mid Cap Fund - Growth Option - Direct Plan
02-04-2026,216.27950,120841,quant Mid Cap Fund - Growth Option - Direct Plan
01-04-2026,216.76270,120841,quant Mid Cap Fund - Growth Option - Direct Plan
31-03-2026,212.35710,120841,quant Mid Cap Fund - Growth Option - Direct Plan
30-03-2026,212.35610,120841,quant Mid Cap Fund - Growth Option - Direct Plan
27-03-2026,215.97900,120841,quant Mid Cap Fund - Growth Option - Direct Plan
25-03-2026,218.68660,120841,quant Mid Cap Fund - Growth Option - Direct Plan
24-03-2026,214.91640,120841,quant Mid Cap Fund - Growth Option - Direct Plan
23-03-2026,210.11500,120841,quant Mid Cap Fund - Growth Option - Direct Plan
20-03-2026,215.88190,120841,quant Mid Cap Fund - Growth Option - Direct Plan
19-03-2026,214.08990,120841,quant Mid Cap Fund - Growth Option - Direct Plan
18-03-2026,219.40770,120841,quant Mid Cap Fund - Growth Option - Direct Plan
17-03-2026,215.87230,120841,quant Mid Cap Fund - Growth Option - Direct Plan
16-03-2026,213.40910,120841,quant Mid Cap Fund - Growth Option - Direct Plan
13-03-2026,212.78840,120841,quant Mid Cap Fund - Growth Option - Direct Plan
12-03-2026,216.83130,120841,quant Mid Cap Fund - Growth Option - Direct Plan
11-03-2026,217.26380,120841,quant Mid Cap Fund - Growth Option - Direct Plan
10-03-2026,217.21510,120841,quant Mid Cap Fund - Growth Option - Direct Plan
09-03-2026,213.72110,120841,quant Mid Cap Fund - Growth Option - Direct Plan
06-03-2026,215.12440,120841,quant Mid Cap Fund - Growth Option - Direct Plan
05-03-2026,216.04330,120841,quant Mid Cap Fund - Growth Option - Direct Plan
04-03-2026,213.86320,120841,quant Mid Cap Fund - Growth Option - Direct Plan
02-03-2026,217.44490,120841,quant Mid Cap Fund - Growth Option - Direct Plan
27-02-2026,221.21080,120841,quant Mid Cap Fund - Growth Option - Direct Plan
26-02-2026,223.82800,120841,quant Mid Cap Fund - Growth Option - Direct Plan
25-02-2026,222.64820,120841,quant Mid Cap Fund - Growth Option - Direct Plan
24-02-2026,220.56050,120841,quant Mid Cap Fund - Growth Option - Direct Plan
23-02-2026,221.70510,120841,quant Mid Cap Fund - Growth Option - Direct Plan
20-02-2026,221.34080,120841,quant Mid Cap Fund - Growth Option - Direct Plan
19-02-2026,220.41320,120841,quant Mid Cap Fund - Growth Option - Direct Plan
18-02-2026,223.26080,120841,quant Mid Cap Fund - Growth Option - Direct Plan
17-02-2026,222.97730,120841,quant Mid Cap Fund - Growth Option - Direct Plan
16-02-2026,222.49540,120841,quant Mid Cap Fund - Growth Option - Direct Plan
13-02-2026,222.57480,120841,quant Mid Cap Fund - Growth Option - Direct Plan
12-02-2026,225.42450,120841,quant Mid Cap Fund - Growth Option - Direct Plan
11-02-2026,225.69290,120841,quant Mid Cap Fund - Growth Option - Direct Plan
10-02-2026,225.19960,120841,quant Mid Cap Fund - Growth Option - Direct Plan
09-02-2026,224.51980,120841,quant Mid Cap Fund - Growth Option - Direct Plan
06-02-2026,221.73980,120841,quant Mid Cap Fund - Growth Option - Direct Plan
05-02-2026,220.82750,120841,quant Mid Cap Fund - Growth Option - Direct Plan
04-02-2026,220.85430,120841,quant Mid Cap Fund - Growth Option - Direct Plan
03-02-2026,220.15360,120841,quant Mid Cap Fund - Growth Option - Direct Plan
02-02-2026,215.36870,120841,quant Mid Cap Fund - Growth Option - Direct Plan
30-01-2026,217.36270,120841,quant Mid Cap Fund - Growth Option - Direct Plan
29-01-2026,215.82060,120841,quant Mid Cap Fund - Growth Option - Direct Plan
28-01-2026,216.54810,120841,quant Mid Cap Fund - Growth Option - Direct Plan
27-01-2026,214.53240,120841,quant Mid Cap Fund - Growth Option - Direct Plan
