date,nav,scheme_code,scheme_name
05-02-2026,6055.74490,119092,HDFC Money Market Fund - Growth Option - Direct Plan
04-02-2026,6053.33130,119092,HDFC Money Market Fund - Growth Option - Direct Plan
03-02-2026,6050.77330,119092,HDFC Money Market Fund - Growth Option - Direct Plan
02-02-2026,6047.21590,119092,HDFC Money Market Fund - Growth Option - Direct Plan
30-01-2026,6043.78380,119092,HDFC Money Market Fund - Growth Option - Direct Plan
29-01-2026,6041.31730,119092,HDFC Money Market Fund - Growth Option - Direct Plan
28-01-2026,6040.78420,119092,HDFC Money Market Fund - Growth Option - Direct Plan
27-01-2026,6041.49770,119092,HDFC Money Market Fund - Growth Option - Direct Plan
23-01-2026,6037.64530,119092,HDFC Money Market Fund - Growth Option - Direct Plan
22-01-2026,6037.50600,119092,HDFC Money Market Fund - Growth Option - Direct Plan
21-01-2026,6034.62460,119092,HDFC Money Market Fund - Growth Option - Direct Plan
