date,nav,scheme_code,scheme_name
27-02-2026,103.30520,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
26-02-2026,104.50750,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
25-02-2026,104.46410,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
24-02-2026,103.95640,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
23-02-2026,104.82030,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
20-02-2026,104.23510,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
19-02-2026,103.59180,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
18-02-2026,105.25590,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
17-02-2026,104.70840,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
16-02-2026,104.53610,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
13-02-2026,103.81480,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
12-02-2026,104.99220,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
11-02-2026,105.54260,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
10-02-2026,105.35720,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
09-02-2026,104.89980,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
06-02-2026,103.92040,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
05-02-2026,103.75900,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
04-02-2026,104.07640,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
03-02-2026,103.85380,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
02-02-2026,101.24560,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
30-01-2026,102.23550,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
29-01-2026,102.39490,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
28-01-2026,101.84160,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
27-01-2026,100.89520,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
